target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,5,239,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,730.7533317999998,730.7533317999998,730.7533317999998,730.7533317999998,731.7444324,731.7783296999999,j,j,1,0.9009077000000616,732.6646410999999,732.6646410999999,732.6646410999999,732.6646410999999,732.6646410999999,732.6646410999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,6,240,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,732.6646410999999,732.6646410999999,732.6646410999999,732.6646410999999,733.6475168,733.6762245000002,l,l,1,0.9952631999999539,734.6508646999998,734.6508646999998,734.6508646999998,734.6508646999998,734.6508646999998,734.6508646999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,7,241,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,734.6508646999998,734.6508646999998,734.6508646999998,734.6508646999998,735.6444401000001,735.6738791,l,l,1,0.8037698999996792,736.4744908,736.4744908,736.4744908,736.4744908,736.4744908,736.4744908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,8,242,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,736.4744908,736.4744908,736.4744908,736.4744908,737.4479967999998,737.5129319,j,j,1,0.7639686000002257,738.2285497,738.2285497,738.2285497,738.2285497,738.2285497,738.2285497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,9,243,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,738.2285497,738.2285497,738.2285497,738.2285497,739.2106770000003,739.2727442000003,l,l,1,0.9687880999999834,740.2021160000002,740.2021160000002,740.2021160000002,740.2021160000002,740.2021160000002,740.2021160000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,10,244,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,740.2021160000002,740.2021160000002,740.2021160000002,740.2021160000002,741.1912261999998,741.2237699,k,k,1,0.7949791999999434,742.004608,742.004608,742.004608,742.004608,742.004608,742.004608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,11,245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,742.004608,742.004608,742.004608,742.004608,742.9978856,743.0289922,k,k,1,0.7437588000002506,743.7559797000001,743.7559797000001,743.7559797000001,743.7559797000001,743.7559797000001,743.7559797000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,12,246,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,743.7559797000001,743.7559797000001,743.7559797000001,743.7559797000001,744.7342621,744.7931835000002,j,j,1,0.7189231999996082,745.4725096999998,745.4725096999998,745.4725096999998,745.4725096999998,745.4725096999998,745.4725096999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,13,247,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,745.4725096999998,745.4725096999998,745.4725096999998,745.4725096999998,746.4576957000002,746.4876789000002,k,k,1,0.9445639999999003,747.4191315,747.4191315,747.4191315,747.4191315,747.4191315,747.4191315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,14,248,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,747.4191315,747.4191315,747.4191315,747.4191315,748.4164493000001,748.4572107000001,k,k,1,0.7669686999997793,749.1950482999998,749.1950482999998,749.1950482999998,749.1950482999998,749.1950482999998,749.1950482999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,15,249,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,negative,749.1950482999998,749.1950482999998,749.1950482999998,749.1950482999998,750.1910776000002,750.2263184999999,j,j,1,0.8265201999997771,751.0261384000003,751.0261384000003,751.0261384000003,751.0261384000003,751.0261384000003,751.0261384000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,16,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,751.0261384000003,751.0261384000003,751.0261384000003,751.0261384000003,752.0074459999998,752.0770421999998,l,l,1,0.8797498999997515,752.9127994000003,752.9127994000003,752.9127994000003,752.9127994000003,752.9127994000003,752.9127994000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,17,251,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,752.9127994000003,752.9127994000003,752.9127994000003,752.9127994000003,753.8902791000003,753.9586219999999,k,k,1,0.9871771000002809,754.8982444000001,754.8982444000001,754.8982444000001,754.8982444000001,754.8982444000001,754.8982444000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,0,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,754.8982444000001,754.8982444000001,754.8982444000001,754.8982444000001,755.8910240000002,755.9220118999999,k,k,1,0.6465201999999408,756.5511259000002,756.5511259000002,756.5511259000002,756.5511259000002,756.5511259000002,756.5511259000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,1,253,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,756.5511259000002,756.5511259000002,756.5511259000002,756.5511259000002,757.5504241000001,757.5842571000001,l,l,1,1.0847636999997121,758.6424992999998,758.6424992999998,758.6424992999998,758.6424992999998,758.6424992999998,758.6424992999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,2,254,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,758.6424992999998,758.6424992999998,758.6424992999998,758.6424992999998,759.6197073000001,759.6807758000002,l,l,1,0.8178935999999339,760.4511742000002,760.4511742000002,760.4511742000002,760.4511742000002,760.4511742000002,760.4511742000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,3,255,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,760.4511742000002,760.4511742000002,760.4511742000002,760.4511742000002,761.4529147000001,761.4826491000001,k,k,1,0.7721624000000702,762.2374295000002,762.2374295000002,762.2374295000002,762.2374295000002,762.2374295000002,762.2374295000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,4,256,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,762.2374295000002,762.2374295000002,762.2374295000002,762.2374295000002,763.2244039999998,763.2573635000001,k,k,1,0.6874595000003865,763.9186878000003,763.9186878000003,763.9186878000003,763.9186878000003,763.9186878000003,763.9186878000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,5,257,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,763.9186878000003,763.9186878000003,763.9186878000003,763.9186878000003,764.8943155,764.9546556000003,k,k,1,0.6268118999996659,765.5465182,765.5465182,765.5465182,765.5465182,765.5465182,765.5465182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,6,258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,765.5465182,765.5465182,765.5465182,765.5465182,766.5497250999999,766.5800728000002,l,l,1,0.7473293000002741,767.3044089000002,767.3044089000002,767.3044089000002,767.3044089000002,767.3044089000002,767.3044089000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,7,259,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,767.3044089000002,767.3044089000002,767.3044089000002,767.3044089000002,768.2756141000002,768.3334520000001,j,j,1,0.910885899999812,769.2139957000002,769.2139957000002,769.2139957000002,769.2139957000002,769.2139957000002,769.2139957000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,8,260,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,769.2139957000002,769.2139957000002,769.2139957000002,769.2139957000002,770.2008806000001,770.2329465999999,j,j,1,1.004716599999938,771.2260231000002,771.2260231000002,771.2260231000002,771.2260231000002,771.2260231000002,771.2260231000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,9,261,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,771.2260231000002,771.2260231000002,771.2260231000002,771.2260231000002,772.2226062000002,772.2552094999999,k,k,1,0.798023099999682,773.0284979999999,773.0284979999999,773.0284979999999,773.0284979999999,773.0284979999999,773.0284979999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,10,262,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,773.0284979999999,773.0284979999999,773.0284979999999,773.0284979999999,774.0058041999998,774.0885377000002,j,j,1,0.9159614999998666,774.9404606,774.9404606,774.9404606,774.9404606,774.9404606,774.9404606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,11,263,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,774.9404606,774.9404606,774.9404606,774.9404606,775.9381074999999,775.9681401999999,j,j,1,1.012787600000138,776.9751706,776.9751706,776.9751706,776.9751706,776.9751706,776.9751706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,12,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,776.9751706,776.9751706,776.9751706,776.9751706,777.9417602999999,778.0026442000001,j,j,1,0.6287354999999479,778.5902778000002,778.5902778000002,778.5902778000002,778.5902778000002,778.5902778000002,778.5902778000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,13,265,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,778.5902778000002,778.5902778000002,778.5902778000002,778.5902778000002,779.5747825999999,779.6045723999998,l,l,1,0.8304364999999052,780.4290810999998,780.4290810999998,780.4290810999998,780.4290810999998,780.4290810999998,780.4290810999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,14,266,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,780.4290810999998,780.4290810999998,780.4290810999998,780.4290810999998,781.4178350999998,781.4465573999998,j,j,1,0.8012382000001708,782.2353694999999,782.2353694999999,782.2353694999999,782.2353694999999,782.2353694999999,782.2353694999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,15,267,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,positive,782.2353694999999,782.2353694999999,782.2353694999999,782.2353694999999,783.2159485,783.2816304999999,l,l,1,1.0409433000004356,784.2794769,784.2794769,784.2794769,784.2794769,784.2794769,784.2794769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,16,268,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,784.2794769,784.2794769,784.2794769,784.2794769,785.2598482000001,785.3199645000002,l,l,1,1.1288319999998748,786.4098127999998,786.4098127999998,786.4098127999998,786.4098127999998,786.4098127999998,786.4098127999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,17,269,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,786.4098127999998,786.4098127999998,786.4098127999998,786.4098127999998,787.3970194999999,787.4288609000002,k,k,1,0.7468825000000834,788.1287746999999,788.1287746999999,788.1287746999999,788.1287746999999,788.1287746999999,788.1287746999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.1287746999999,788.1287746999999,788.1287746999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2132607000001,848.2132607000001,space,6.349958200000174,855.5750538500001,space,78.61891059999994,934.2831391000002,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.8573712999998,935.8573712999998,937.8545163000001,937.8545163000001,939.8846004,None,None,1,1.5243579000002683,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.3935822000001,None,None,1,1.5259939000002305,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.9210197999998,k,k,1,1.275863500000014,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.2003965000001,None,None,1,1.5306122000001778,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.7298507000003,None,None,1,1.5278345000001536,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,18,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.2653180999998,k,k,1,1.016436099999737,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.2828333,None,None,1,1.5269889000001058,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.8044947999999,k,k,1,1.6006833999999799,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.4756499000002,k,k,1,1.0643614000000525,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.5445467000002,None,None,1,1.5180325999999695,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0586283,None,None,1,1.5067197000003034,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.5714839,None,None,1,1.5206100000000333,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.0900245999999,None,None,1,1.5188539000000674,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.6133355,k,k,1,1.072590400000081,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.6851904000002,k,k,1,0.8368025999998281,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
