distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,79,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1186.546396299993,1186.546396299993,1186.546396299993,1186.546396299993,1187.5230727999879,1187.5872792999871,k,k,1,0.6984597999980906,1188.248778699999,1188.248778699999,1188.248778699999,1188.248778699999,1188.248778699999,1188.248778699999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,80,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1188.248778699999,1188.248778699999,1188.248778699999,1188.248778699999,1189.2276129999955,1189.2874661999958,l,l,1,0.7601539999886882,1190.0165375999932,1190.0165375999932,1190.0165375999932,1190.0165375999932,1190.0165375999932,1190.0165375999932,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,81,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1190.0165375999932,1190.0165375999932,1190.0165375999932,1190.0165375999932,1191.0040739999968,1191.0502167999948,k,k,1,0.7251671999983955,1191.7405856999976,1191.7405856999976,1191.7405856999976,1191.7405856999976,1191.7405856999976,1191.7405856999976,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,82,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1191.7405856999976,1191.7405856999976,1191.7405856999976,1191.7405856999976,1192.735540099995,1192.7684668000002,l,j,0,0.7654542999953264,1193.483604299996,1193.483604299996,1193.483604299996,1194.5154971999873,1194.5154971999873,1194.5154971999873,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,83,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1194.5154971999873,1194.5154971999873,1194.5154971999873,1194.5154971999873,1195.5137640999892,1195.5442342999886,k,k,1,0.8807132999936584,1196.4078346999886,1196.4078346999886,1196.4078346999886,1196.4078346999886,1196.4078346999886,1196.4078346999886,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,84,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1196.4078346999886,1196.4078346999886,1196.4078346999886,1196.4078346999886,1197.401199,1197.4388204999996,j,j,1,0.7389745999971638,1198.143783499996,1198.143783499996,1198.143783499996,1198.143783499996,1198.143783499996,1198.143783499996,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,85,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,positive,1198.143783499996,1198.143783499996,1198.143783499996,1198.143783499996,1199.1368965000001,1199.1698117999913,j,j,1,0.8039838999975473,1199.9540387999878,1199.9540387999878,1199.9540387999878,1199.9540387999878,1199.9540387999878,1199.9540387999878,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,86,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1199.9540387999878,1199.9540387999878,1199.9540387999878,1199.9540387999878,1200.9562357999966,1200.9875904999935,k,k,1,0.7411629999987781,1201.7364375999896,1201.7364375999896,1201.7364375999896,1201.7364375999896,1201.7364375999896,1201.7364375999896,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,87,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1201.7364375999896,1201.7364375999896,1201.7364375999896,1201.7364375999896,1202.68613989999,1202.7776919999887,l,l,1,0.8971523999935016,1203.603760099999,1203.603760099999,1203.603760099999,1203.603760099999,1203.603760099999,1203.603760099999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,88,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1203.603760099999,1203.603760099999,1203.603760099999,1203.603760099999,1204.5894815999927,1204.619456299988,j,j,1,0.9915097999910358,1205.5979353000002,1205.5979353000002,1205.5979353000002,1205.5979353000002,1205.5979353000002,1205.5979353000002,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,89,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1205.5979353000002,1205.5979353000002,1205.5979353000002,1205.5979353000002,1206.6001856999937,1206.6309378999867,l,l,1,0.8525358000042615,1207.456237099992,1207.456237099992,1207.456237099992,1207.456237099992,1207.456237099992,1207.456237099992,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,90,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1207.456237099992,1207.456237099992,1207.456237099992,1207.456237099992,1208.4525290999882,1208.482026999991,j,j,1,0.9268751999916276,1209.3877471999876,1209.3877471999876,1209.3877471999876,1209.3877471999876,1209.3877471999876,1209.3877471999876,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,91,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,neutral,1209.3877471999876,1209.3877471999876,1209.3877471999876,1209.3877471999876,1210.3612943999906,1210.4314405999903,k,k,1,0.7856858000013744,1211.1800230999943,1211.1800230999943,1211.1800230999943,1211.1800230999943,1211.1800230999943,1211.1800230999943,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,92,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,positive,1211.1800230999943,1211.1800230999943,1211.1800230999943,1211.1800230999943,1212.1454353000008,1212.210880499988,j,j,1,0.8169362999906298,1212.9957108999952,1212.9957108999952,1212.9957108999952,1212.9957108999952,1212.9957108999952,1212.9957108999952,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,93,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1212.9957108999952,1212.9957108999952,1212.9957108999952,1212.9957108999952,1213.9671096999955,1214.028620099998,k,k,1,0.7519799000001512,1214.7470707999892,1214.7470707999892,1214.7470707999892,1214.7470707999892,1214.7470707999892,1214.7470707999892,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,94,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1214.7470707999892,1214.7470707999892,1214.7470707999892,1214.7470707999892,1215.7182611999888,1215.7904370999895,l,l,1,0.8938771999964956,1216.6545263000007,1216.6545263000007,1216.6545263000007,1216.6545263000007,1216.6545263000007,1216.6545263000007,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,95,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1216.6545263000007,1216.6545263000007,1216.6545263000007,1216.6545263000007,1217.6510397999955,1217.6807117999997,j,j,1,0.8766120000072988,1218.5280942999962,1218.5280942999962,1218.5280942999962,1218.5280942999962,1218.5280942999962,1218.5280942999962,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,96,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1218.5280942999962,1218.5280942999962,1218.5280942999962,1218.5280942999962,1219.5078394999873,1219.5670422999974,k,k,1,0.7401320000062697,1220.2720148999942,1220.2720148999942,1220.2720148999942,1220.2720148999942,1220.2720148999942,1220.2720148999942,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,97,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1220.2720148999942,1220.2720148999942,1220.2720148999942,1220.2720148999942,1221.2571172999887,1221.288818599991,l,l,1,0.8541519999998854,1222.1299517000007,1222.1299517000007,1222.1299517000007,1222.1299517000007,1222.1299517000007,1222.1299517000007,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,98,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1222.1299517000007,1222.1299517000007,1222.1299517000007,1222.1299517000007,1223.1153748999932,1223.1514478999889,k,k,1,0.7638396000111243,1223.897048599989,1223.897048599989,1223.897048599989,1223.897048599989,1223.897048599989,1223.897048599989,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,99,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1223.897048599989,1223.897048599989,1223.897048599989,1223.897048599989,1224.891233199989,1224.927992500001,j,j,1,0.6414747999951942,1225.544075599988,1225.544075599988,1225.544075599988,1225.544075599988,1225.544075599988,1225.544075599988,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,100,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1225.544075599988,1225.544075599988,1225.544075599988,1225.544075599988,1226.5573086999939,1226.5873009999923,l,l,1,0.8165809999918565,1227.3606665999978,1227.3606665999978,1227.3606665999978,1227.3606665999978,1227.3606665999978,1227.3606665999978,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,101,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1227.3606665999978,1227.3606665999978,1227.3606665999978,1227.3606665999978,1228.333332299997,1228.3964337999932,l,j,0,0.6757241000013892,1229.012581099989,1229.012581099989,1229.012581099989,1230.0593359999912,1230.0593359999912,1230.0593359999912,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,102,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1230.0593359999912,1230.0593359999912,1230.0593359999912,1230.0593359999912,1231.0664049999905,1231.0983429999906,l,l,1,0.892689700005576,1231.964138700001,1231.964138700001,1231.964138700001,1231.964138700001,1231.964138700001,1231.964138700001,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,103,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1231.964138700001,1231.964138700001,1231.964138700001,1231.964138700001,1232.956399399991,1232.9915115999902,l,l,1,0.7733783000003314,1233.7429125999915,1233.7429125999915,1233.7429125999915,1233.7429125999915,1233.7429125999915,1233.7429125999915,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,104,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1233.7429125999915,1233.7429125999915,1233.7429125999915,1233.7429125999915,1234.7236280999932,1234.7859794999968,k,k,1,0.7183938999951351,1235.4626994999999,1235.4626994999999,1235.4626994999999,1235.4626994999999,1235.4626994999999,1235.4626994999999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,105,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1235.4626994999999,1235.4626994999999,1235.4626994999999,1235.4626994999999,1236.446192599993,1236.4766319999908,k,k,1,0.7998336000018753,1237.2656198999903,1237.2656198999903,1237.2656198999903,1237.2656198999903,1237.2656198999903,1237.2656198999903,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,106,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1237.2656198999903,1237.2656198999903,1237.2656198999903,1237.2656198999903,1238.2585391999892,1238.2895917999995,j,j,1,0.8748774999985471,1239.1517566999973,1239.1517566999973,1239.1517566999973,1239.1517566999973,1239.1517566999973,1239.1517566999973,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,107,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1239.1517566999973,1239.1517566999973,1239.1517566999973,1239.1517566999973,1240.133804699988,1240.197291599994,j,j,1,0.8643907999939984,1241.008367699993,1241.008367699993,1241.008367699993,1241.008367699993,1241.008367699993,1241.008367699993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,108,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1241.008367699993,1241.008367699993,1241.008367699993,1241.008367699993,1241.9982114999875,1242.0343655999895,k,k,1,0.8082246999983909,1242.818993199995,1242.818993199995,1242.818993199995,1242.818993199995,1242.818993199995,1242.818993199995,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,109,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,negative,1242.818993199995,1242.818993199995,1242.818993199995,1242.818993199995,1243.7962602999905,1243.8578130999958,l,l,1,0.8554243999969913,1244.67868669999,1244.67868669999,1244.67868669999,1244.67868669999,1244.67868669999,1244.67868669999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,110,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1244.67868669999,1244.67868669999,1244.67868669999,1244.67868669999,1245.6594493999874,1245.7218645999965,k,k,1,0.8298307999939425,1246.5157069999987,1246.5157069999987,1246.5157069999987,1246.5157069999987,1246.5157069999987,1246.5157069999987,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,111,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1246.5157069999987,1246.5157069999987,1246.5157069999987,1246.5157069999987,1247.489453999995,1247.5593589999917,k,k,1,0.7476695000077598,1248.266080299989,1248.266080299989,1248.266080299989,1248.266080299989,1248.266080299989,1248.266080299989,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,112,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1248.266080299989,1248.266080299989,1248.266080299989,1248.266080299989,1249.2403053999878,1249.3055692999915,l,l,1,0.8492015999945579,1250.1167386999878,1250.1167386999878,1250.1167386999878,1250.1167386999878,1250.1167386999878,1250.1167386999878,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,113,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1250.1167386999878,1250.1167386999878,1250.1167386999878,1250.1167386999878,1251.0925597999885,1251.1552745999943,l,l,1,0.9004912999953376,1252.0214345999993,1252.0214345999993,1252.0214345999993,1252.0214345999993,1252.0214345999993,1252.0214345999993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,114,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1252.0214345999993,1252.0214345999993,1252.0214345999993,1252.0214345999993,1252.9993195999996,1253.0613438,j,j,1,1.278201799999806,1254.3072131999943,1254.3072131999943,1254.3072131999943,1254.3072131999943,1254.3072131999943,1254.3072131999943,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,115,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1254.3072131999943,1254.3072131999943,1254.3072131999943,1254.3072131999943,1255.3011192999984,1255.338898499991,l,l,1,0.9409607999987202,1256.2535363999923,1256.2535363999923,1256.2535363999923,1256.2535363999923,1256.2535363999923,1256.2535363999923,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,116,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1256.2535363999923,1256.2535363999923,1256.2535363999923,1256.2535363999923,1257.2319978999876,1257.2946200000006,l,l,1,0.8835736999899382,1258.1355615999928,1258.1355615999928,1258.1355615999928,1258.1355615999928,1258.1355615999928,1258.1355615999928,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,117,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1258.1355615999928,1258.1355615999928,1258.1355615999928,1258.1355615999928,1259.135796699993,1259.1669752999878,k,k,1,0.861675500011188,1260.0073556999996,1260.0073556999996,1260.0073556999996,1260.0073556999996,1260.0073556999996,1260.0073556999996,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,118,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1260.0073556999996,1260.0073556999996,1260.0073556999996,1260.0073556999996,1261.0050338,1261.0371109999978,j,j,1,0.8852802999899723,1261.8928856999992,1261.8928856999992,1261.8928856999992,1261.8928856999992,1261.8928856999992,1261.8928856999992,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,119,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1261.8928856999992,1261.8928856999992,1261.8928856999992,1261.8928856999992,1262.8928012999968,1262.9220343999914,j,j,1,0.9186346999922534,1263.813740499987,1263.813740499987,1263.813740499987,1263.813740499987,1263.813740499987,1263.813740499987,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,120,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1263.813740499987,1263.813740499987,1263.813740499987,1263.813740499987,1264.7981356999953,1264.8284901999868,j,j,1,0.7062797999969916,1265.530249599993,1265.530249599993,1265.530249599993,1265.530249599993,1265.530249599993,1265.530249599993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
