target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,6,240,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,693.3286413999999,693.3286413999999,693.3286413999999,693.3286413999999,694.3225389999998,694.3539621999998,j,j,1,0.8530439999999544,695.1853953999998,695.1853953999998,695.1853953999998,695.1853953999998,695.1853953999998,695.1853953999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,7,241,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,695.1853953999998,695.1853953999998,695.1853953999998,695.1853953999998,696.1723571999996,696.2043738999996,k,k,1,0.8302537000004122,697.0198421999999,697.0198421999999,697.0198421999999,697.0198421999999,697.0198421999999,697.0198421999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,8,242,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,697.0198421999999,697.0198421999999,697.0198421999999,697.0198421999999,698.0002894999998,698.0742341999999,l,l,1,1.223931999999877,699.2457845999998,699.2457845999998,699.2457845999998,699.2457845999998,699.2457845999998,699.2457845999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,9,243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,699.2457845999998,699.2457845999998,699.2457845999998,699.2457845999998,700.2345381999999,700.2699278999999,k,k,1,0.7289959999998246,700.9898278999999,700.9898278999999,700.9898278999999,700.9898278999999,700.9898278999999,700.9898278999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,10,244,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,700.9898278999999,700.9898278999999,700.9898278999999,700.9898278999999,701.9727343999998,702.006801,k,k,1,0.6843822000000728,702.6661473999998,702.6661473999998,702.6661473999998,702.6661473999998,702.6661473999998,702.6661473999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,11,245,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,702.6661473999998,702.6661473999998,702.6661473999998,702.6661473999998,703.6684034999998,703.7039672999999,j,j,1,0.9367546999997103,704.6078896999998,704.6078896999998,704.6078896999998,704.6078896999998,704.6078896999998,704.6078896999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,12,246,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,704.6078896999998,704.6078896999998,704.6078896999998,704.6078896999998,705.6009595999999,705.6355211,l,l,1,1.0143772000001263,706.6251994999998,706.6251994999998,706.6251994999998,706.6251994999998,706.6251994999998,706.6251994999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,13,247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,706.6251994999998,706.6251994999998,706.6251994999998,706.6251994999998,707.600363,707.6650964,k,k,1,0.7164625999998862,708.3468433999997,708.3468433999997,708.3468433999997,708.3468433999997,708.3468433999997,708.3468433999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,14,248,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,708.3468433999997,708.3468433999997,708.3468433999997,708.3468433999997,709.3122295999997,709.3821175999997,j,j,1,0.8481916999999157,710.1989452999997,710.1989452999997,710.1989452999997,710.1989452999997,710.1989452999997,710.1989452999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,15,249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,710.1989452999997,710.1989452999997,710.1989452999997,710.1989452999997,711.1984183999998,711.2372206,l,k,0,1.4175195000002532,712.6007977999998,712.6007977999998,712.6007977999998,713.6366456999999,713.6366456999999,713.6366456999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,16,250,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,713.6366456999999,713.6366456999999,713.6366456999999,713.6366456999999,714.6264931999999,714.6600887999998,l,l,1,0.8764769999997952,715.5218622999996,715.5218622999996,715.5218622999996,715.5218622999996,715.5218622999996,715.5218622999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,17,251,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,715.5218622999996,715.5218622999996,715.5218622999996,715.5218622999996,716.4989392999996,716.5716582999999,j,j,1,1.092167000000245,717.6178716999998,717.6178716999998,717.6178716999998,717.6178716999998,717.6178716999998,717.6178716999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,0,252,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,717.6178716999998,717.6178716999998,717.6178716999998,717.6178716999998,718.6208364999998,718.6559794,k,k,1,0.6530666000003293,719.2743599999999,719.2743599999999,719.2743599999999,719.2743599999999,719.2743599999999,719.2743599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,1,253,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,719.2743599999999,719.2743599999999,719.2743599999999,719.2743599999999,720.2705423999996,720.3041017999999,k,k,1,0.6978187999998227,720.9784209,720.9784209,720.9784209,720.9784209,720.9784209,720.9784209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,2,254,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,720.9784209,720.9784209,720.9784209,720.9784209,721.9658718999999,722.0073308999999,l,l,1,0.9962047000003622,722.9730585999996,722.9730585999996,722.9730585999996,722.9730585999996,722.9730585999996,722.9730585999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,3,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,722.9730585999996,722.9730585999996,722.9730585999996,722.9730585999996,723.9812270999996,724.0204821999996,j,j,1,0.9597968999996738,724.9358954999998,724.9358954999998,724.9358954999998,724.9358954999998,724.9358954999998,724.9358954999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,4,256,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,724.9358954999998,724.9358954999998,724.9358954999998,724.9358954999998,725.9381936,725.9776867,k,k,1,0.7305531000001793,726.6715526999997,726.6715526999997,726.6715526999997,726.6715526999997,726.6715526999997,726.6715526999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,5,257,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,726.6715526999997,726.6715526999997,726.6715526999997,726.6715526999997,727.6745926999997,727.7080243999999,j,j,1,0.9992044999999052,728.6703947999999,728.6703947999999,728.6703947999999,728.6703947999999,728.6703947999999,728.6703947999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,6,258,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,728.6703947999999,728.6703947999999,728.6703947999999,728.6703947999999,729.6438516999997,729.7109461,j,j,1,0.7809385999998995,730.4564407999997,730.4564407999997,730.4564407999997,730.4564407999997,730.4564407999997,730.4564407999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,7,259,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,positive,730.4564407999997,730.4564407999997,730.4564407999997,730.4564407999997,731.4449793999997,731.4785743999996,l,l,1,0.9765489999999772,732.4344907999998,732.4344907999998,732.4344907999998,732.4344907999998,732.4344907999998,732.4344907999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,8,260,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,732.4344907999998,732.4344907999998,732.4344907999998,732.4344907999998,733.4260498999997,733.4633775999996,j,j,1,0.7786630999999034,734.2227245999998,734.2227245999998,734.2227245999998,734.2227245999998,734.2227245999998,734.2227245999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,9,261,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,734.2227245999998,734.2227245999998,734.2227245999998,734.2227245999998,735.2061144999998,735.2433815999998,l,l,1,0.991669500000171,736.2113009,736.2113009,736.2113009,736.2113009,736.2113009,736.2113009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,10,262,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,736.2113009,736.2113009,736.2113009,736.2113009,737.2087959,737.2428231999997,l,l,1,0.8447682000000896,738.0587206999999,738.0587206999999,738.0587206999999,738.0587206999999,738.0587206999999,738.0587206999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,11,263,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,positive,738.0587206999999,738.0587206999999,738.0587206999999,738.0587206999999,739.0538087,739.0873302,l,l,1,0.7022447000003922,739.7690244999999,739.7690244999999,739.7690244999999,739.7690244999999,739.7690244999999,739.7690244999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,12,264,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,739.7690244999999,739.7690244999999,739.7690244999999,739.7690244999999,740.7534730999996,740.7860062999998,l,l,1,0.9662745999999061,741.7344294,741.7344294,741.7344294,741.7344294,741.7344294,741.7344294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,13,265,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,741.7344294,741.7344294,741.7344294,741.7344294,742.7157301999996,742.7831088999997,k,k,1,0.7654062000001431,743.5052326,743.5052326,743.5052326,743.5052326,743.5052326,743.5052326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,14,266,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,neutral,743.5052326,743.5052326,743.5052326,743.5052326,744.4767588999998,744.5464299,k,k,1,0.5878759000001992,745.0955790999997,745.0955790999997,745.0955790999997,745.0955790999997,745.0955790999997,745.0955790999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,15,267,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,745.0955790999997,745.0955790999997,745.0955790999997,745.0955790999997,746.0815835999997,746.1180073,k,k,1,0.65385520000018,746.7530217999997,746.7530217999997,746.7530217999997,746.7530217999997,746.7530217999997,746.7530217999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,16,268,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,746.7530217999997,746.7530217999997,746.7530217999997,746.7530217999997,747.7284746999999,747.7950204999997,j,j,1,0.8834796999999526,748.6395565999997,748.6395565999997,748.6395565999997,748.6395565999997,748.6395565999997,748.6395565999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,17,269,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,748.6395565999997,748.6395565999997,748.6395565999997,748.6395565999997,749.6197192999998,749.6843437999996,j,j,1,0.8833928999997624,750.5043628999997,750.5043628999997,750.5043628999997,750.5043628999997,750.5043628999997,750.5043628999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.5043628999997,750.5043628999997,750.5043628999997,space,14.77856890000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.3839435999998,765.3839435999998,space,2.5254312000001846,768.9317930999996,space,53.95196100000021,822.9913220999997,,,,,,,,,,,,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.1650901999997,824.1650901999997,826.1334219999999,826.1334219999999,828.1845934999997,None,None,1,1.5366073000000142,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.6904433999998,k,k,1,4.301733100000092,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,18,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.0582566999997,k,k,1,0.8963066000001163,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.9693029999999,k,k,1,1.0260129000002962,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.9966623999999,k,k,1,0.6190205999996579,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.6124450999996,None,k,0,1.1101026999999704,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7538884999999,None,k,0,0.9525008000000525,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.7349741999997,None,None,1,1.51853280000023,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.2545713,None,None,1,1.5250716999998986,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.7779618999998,None,None,1,1.5118609999999535,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.2914231,None,None,1,1.529463400000168,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.8261809999999,None,None,1,1.516527799999949,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.3434769999999,k,k,1,1.0889846999998554,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.4438527000002,None,None,1,1.5221651000001657,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.9597813999999,k,k,1,1.2168676999999661,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.1884186999996,k,k,1,0.90694110000004,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
