distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,75,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1383.1483637000001,1383.1483637000001,1383.1483637000001,1383.1483637000001,1384.1250079000001,1384.1852322999998,k,k,1,1.1245786999998018,1385.2765488,1385.2765488,1385.2765488,1385.2765488,1385.2765488,1385.2765488,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,76,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1385.2765488,1385.2765488,1385.2765488,1385.2765488,1386.2827315999998,1386.3168924000001,l,l,1,1.2280814000000646,1387.5036802999998,1387.5036802999998,1387.5036802999998,1387.5036802999998,1387.5036802999998,1387.5036802999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,77,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1387.5036802999998,1387.5036802999998,1387.5036802999998,1387.5036802999998,1388.4962729,1388.5265512,j,j,1,1.1421861000003446,1389.6475264,1389.6475264,1389.6475264,1389.6475264,1389.6475264,1389.6475264,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,78,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,negative,1389.6475264,1389.6475264,1389.6475264,1389.6475264,1390.6273535,1390.6971067,l,l,1,1.2463205999997626,1391.8987287,1391.8987287,1391.8987287,1391.8987287,1391.8987287,1391.8987287,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,79,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,positive,1391.8987287,1391.8987287,1391.8987287,1391.8987287,1392.8830406000002,1392.9162086000001,j,j,1,1.1378255999998146,1394.0404322999998,1394.0404322999998,1394.0404322999998,1394.0404322999998,1394.0404322999998,1394.0404322999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,80,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1394.0404322999998,1394.0404322999998,1394.0404322999998,1394.0404322999998,1395.0184341,1395.0789535999997,j,j,1,2.10952959999986,1397.1291453,1397.1291453,1397.1291453,1398.1711535,1398.1711535,1398.1711535,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,81,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1398.1711535,1398.1711535,1398.1711535,1398.1711535,1399.1527224000001,1399.2188580000002,j,j,1,1.1738239000001158,1400.3467071999999,1400.3467071999999,1400.3467071999999,1400.3467071999999,1400.3467071999999,1400.3467071999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,82,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1400.3467071999999,1400.3467071999999,1400.3467071999999,1400.3467071999999,1401.3154199,1401.3749710000002,l,l,1,1.1349202000001242,1402.4814861999998,1402.4814861999998,1402.4814861999998,1402.4814861999998,1402.4814861999998,1402.4814861999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,83,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1402.4814861999998,1402.4814861999998,1402.4814861999998,1402.4814861999998,1403.4770745,1403.5063194999998,k,k,1,1.1962760000001254,1404.6844987999998,1404.6844987999998,1404.6844987999998,1404.6844987999998,1404.6844987999998,1404.6844987999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,84,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1404.6844987999998,1404.6844987999998,1404.6844987999998,1404.6844987999998,1405.6793733999998,1405.7143199000002,k,k,1,1.0391900999998143,1406.7317236,1406.7317236,1406.7317236,1406.7317236,1406.7317236,1406.7317236,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,85,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,neutral,1406.7317236,1406.7317236,1406.7317236,1406.7317236,1407.7179197,1407.7480188,k,k,1,1.0097243999998682,1408.7455180000002,1408.7455180000002,1408.7455180000002,1408.7455180000002,1408.7455180000002,1408.7455180000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,86,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1408.7455180000002,1408.7455180000002,1408.7455180000002,1408.7455180000002,1409.7298,1409.7580632,j,k,0,0.9779813999998623,1410.6966278,1410.6966278,1410.6966278,1411.7372666,1411.7372666,1411.7372666,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,87,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1411.7372666,1411.7372666,1411.7372666,1411.7372666,1412.7338154,1412.7657344,l,l,1,1.3474381000000903,1414.0968898,1414.0968898,1414.0968898,1414.0968898,1414.0968898,1414.0968898,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,88,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1414.0968898,1414.0968898,1414.0968898,1414.0968898,1415.0756772,1415.1413294,l,l,1,1.271534800000154,1416.3731862999998,1416.3731862999998,1416.3731862999998,1416.3731862999998,1416.3731862999998,1416.3731862999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,89,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1416.3731862999998,1416.3731862999998,1416.3731862999998,1416.3731862999998,1417.3703826,1417.4051577999999,k,k,1,1.2200828000000001,1418.5950748,1418.5950748,1418.5950748,1418.5950748,1418.5950748,1418.5950748,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,90,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1418.5950748,1418.5950748,1418.5950748,1418.5950748,1419.5893142,1419.6253627,k,k,1,1.0720937000000959,1420.6679694999998,1420.6679694999998,1420.6679694999998,1420.6679694999998,1420.6679694999998,1420.6679694999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,91,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,negative,1420.6679694999998,1420.6679694999998,1420.6679694999998,1420.6679694999998,1421.6474067999998,1421.7093312000002,l,l,1,1.2633375999998862,1422.9340158999998,1422.9340158999998,1422.9340158999998,1422.9340158999998,1422.9340158999998,1422.9340158999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,92,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1422.9340158999998,1422.9340158999998,1422.9340158999998,1422.9340158999998,1423.9054199000002,1423.967279,k,k,1,1.23766999999998,1425.1748133,1425.1748133,1425.1748133,1425.1748133,1425.1748133,1425.1748133,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,93,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,positive,1425.1748133,1425.1748133,1425.1748133,1425.1748133,1426.1760841,1426.2075753,j,j,1,1.344643200000064,1427.5221867,1427.5221867,1427.5221867,1427.5221867,1427.5221867,1427.5221867,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,94,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1427.5221867,1427.5221867,1427.5221867,1427.5221867,1428.5174806999999,1428.5472644000001,j,j,1,1.394134899999699,1429.9210127000001,1429.9210127000001,1429.9210127000001,1429.9210127000001,1429.9210127000001,1429.9210127000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,95,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1429.9210127000001,1429.9210127000001,1429.9210127000001,1429.9210127000001,1430.8990954,1430.9597018,k,k,1,1.2344318000000385,1432.1540630999998,1432.1540630999998,1432.1540630999998,1432.1540630999998,1432.1540630999998,1432.1540630999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,96,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,neutral,1432.1540630999998,1432.1540630999998,1432.1540630999998,1432.1540630999998,1433.1417929,1433.1749574,k,k,1,1.0246707999999671,1434.1873205000002,1434.1873205000002,1434.1873205000002,1434.1873205000002,1434.1873205000002,1434.1873205000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,97,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1434.1873205000002,1434.1873205000002,1434.1873205000002,1434.1873205000002,1435.1642959,1435.2258477999999,j,j,1,1.1847664000001714,1436.3726892,1436.3726892,1436.3726892,1436.3726892,1436.3726892,1436.3726892,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,98,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1436.3726892,1436.3726892,1436.3726892,1436.3726892,1437.3680368,1437.4046311000002,l,l,1,1.2992983999997705,1438.6759711999998,1438.6759711999998,1438.6759711999998,1438.6759711999998,1438.6759711999998,1438.6759711999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,99,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1438.6759711999998,1438.6759711999998,1438.6759711999998,1438.6759711999998,1439.6518843,1439.7143032999998,l,l,1,1.2873383000001013,1440.966336,1440.966336,1440.966336,1440.966336,1440.966336,1440.966336,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,100,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1440.966336,1440.966336,1440.966336,1440.966336,1441.9496134,1441.9794653999998,l,l,1,1.2930410999997548,1443.2659865,1443.2659865,1443.2659865,1443.2659865,1443.2659865,1443.2659865,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,101,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1443.2659865,1443.2659865,1443.2659865,1443.2659865,1444.2640732999998,1444.2955302,j,j,1,1.1491080999999213,1445.4197728,1445.4197728,1445.4197728,1445.4197728,1445.4197728,1445.4197728,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,102,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1445.4197728,1445.4197728,1445.4197728,1445.4197728,1446.4144222999998,1446.4445271999998,j,j,1,1.10325499999999,1447.5279821999998,1447.5279821999998,1447.5279821999998,1447.5279821999998,1447.5279821999998,1447.5279821999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,103,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1447.5279821999998,1447.5279821999998,1447.5279821999998,1447.5279821999998,1448.5249865,1448.5549780000001,j,j,1,1.5332870000002004,1450.0404128999999,1450.0404128999999,1450.0404128999999,1451.0799097,1451.0799097,1451.0799097,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,104,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1451.0799097,1451.0799097,1451.0799097,1451.0799097,1452.0906255,1452.1256460999998,k,k,1,1.1151583999999275,1453.2053944999998,1453.2053944999998,1453.2053944999998,1453.2053944999998,1453.2053944999998,1453.2053944999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,105,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1453.2053944999998,1453.2053944999998,1453.2053944999998,1453.2053944999998,1454.1773010000002,1454.2391438999998,k,k,1,1.1634719000003315,1455.3737099999998,1455.3737099999998,1455.3737099999998,1455.3737099999998,1455.3737099999998,1455.3737099999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,106,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1455.3737099999998,1455.3737099999998,1455.3737099999998,1455.3737099999998,1456.354162,1456.4137992,l,l,1,1.2890629000003173,1457.6621937,1457.6621937,1457.6621937,1457.6621937,1457.6621937,1457.6621937,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,107,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1457.6621937,1457.6621937,1457.6621937,1457.6621937,1458.6535734,1458.6842189,l,l,1,1.3524819999997817,1460.0188576,1460.0188576,1460.0188576,1460.0188576,1460.0188576,1460.0188576,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,108,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1460.0188576,1460.0188576,1460.0188576,1460.0188576,1460.9993329,1461.0780752,l,l,1,1.1845825999998851,1462.2065434,1462.2065434,1462.2065434,1462.2065434,1462.2065434,1462.2065434,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,109,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1462.2065434,1462.2065434,1462.2065434,1462.2065434,1463.2043700999998,1463.2333506,k,k,1,1.1808730999996442,1464.3940503,1464.3940503,1464.3940503,1464.3940503,1464.3940503,1464.3940503,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,110,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1464.3940503,1464.3940503,1464.3940503,1464.3940503,1465.3824177000001,1465.414151,j,j,1,1.273394400000143,1466.6682743000001,1466.6682743000001,1466.6682743000001,1466.6682743000001,1466.6682743000001,1466.6682743000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,111,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1466.6682743000001,1466.6682743000001,1466.6682743000001,1466.6682743000001,1467.6556987999998,1467.6858094999998,l,l,1,1.1971662999999353,1468.8694728,1468.8694728,1468.8694728,1468.8694728,1468.8694728,1468.8694728,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,112,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1468.8694728,1468.8694728,1468.8694728,1468.8694728,1469.8657846,1469.8971701,k,k,1,1.2139094999997724,1471.0880599000002,1471.0880599000002,1471.0880599000002,1471.0880599000002,1471.0880599000002,1471.0880599000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,113,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1471.0880599000002,1471.0880599000002,1471.0880599000002,1471.0880599000002,1472.0615689,1472.1253103,l,l,1,1.326280400000087,1473.4186374,1473.4186374,1473.4186374,1473.4186374,1473.4186374,1473.4186374,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,114,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1473.4186374,1473.4186374,1473.4186374,1473.4186374,1474.3874723999998,1474.4555842999998,l,l,1,1.188904900000125,1475.6089289000001,1475.6089289000001,1475.6089289000001,1475.6089289000001,1475.6089289000001,1475.6089289000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,115,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1475.6089289000001,1475.6089289000001,1475.6089289000001,1475.6089289000001,1476.6008081,1476.6290703,k,k,1,1.9299128000002383,1478.5169623000002,1478.5169623000002,1478.5169623000002,1479.5613337999998,1479.5613337999998,1479.5613337999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,116,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1479.5613337999998,1479.5613337999998,1479.5613337999998,1479.5613337999998,1480.5541646000001,1480.5853240000001,k,k,1,1.217139700000189,1481.7903129000001,1481.7903129000001,1481.7903129000001,1481.7903129000001,1481.7903129000001,1481.7903129000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
