target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,para_mouse.clicked_name,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,13,247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,1000.2656999000001,1000.2656999000001,1000.2656999000001,1000.2656999000001,1001.2402529000001,1001.3058725999999,k,k,1,0.9458194999997431,1002.2147888,1002.2147888,1002.2147888,1002.2147888,1002.2147888,1002.2147888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,13,14,248,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,neutral,1002.2147888,1002.2147888,1002.2147888,1002.2147888,1003.1870258999998,1003.2590163,k,k,1,1.2905539000003046,1004.5096325999998,1004.5096325999998,1004.5096325999998,1004.5096325999998,1004.5096325999998,1004.5096325999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,13,15,249,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,1004.5096325999998,1004.5096325999998,1004.5096325999998,1004.5096325999998,1005.5019622,1005.5321294,j,j,1,1.2916565999998966,1006.8099361999998,1006.8099361999998,1006.8099361999998,1006.8099361999998,1006.8099361999998,1006.8099361999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,16,250,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,1006.8099361999998,1006.8099361999998,1006.8099361999998,1006.8099361999998,1007.8056713999999,1007.8349254,l,l,1,1.3762013999998999,1009.1975324,1009.1975324,1009.1975324,1009.1975324,1009.1975324,1009.1975324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,13,17,251,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,1009.1975324,1009.1975324,1009.1975324,1009.1975324,1010.1748020999999,1010.2363789000001,l,l,1,0.9466705999998339,1011.1418037999997,1011.1418037999997,1011.1418037999997,1011.1418037999997,1011.1418037999997,1011.1418037999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,0,252,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,1011.1418037999997,1011.1418037999997,1011.1418037999997,1011.1418037999997,1012.1392719,1012.1714134999997,l,l,1,1.2726213999999345,1013.4189387000001,1013.4189387000001,1013.4189387000001,1013.4189387000001,1013.4189387000001,1013.4189387000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,1,253,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,1013.4189387000001,1013.4189387000001,1013.4189387000001,1013.4189387000001,1014.4170267999998,1014.4456667,k,k,1,2.5113673000000745,1016.9068047000001,1016.9068047000001,1016.9068047000001,1017.9589596000001,1017.9589596000001,1017.9589596000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,2,254,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,neutral,1017.9589596000001,1017.9589596000001,1017.9589596000001,1017.9589596000001,1018.9372945,1018.9965708999998,k,k,1,3.5737072000001717,1022.5085203999997,1022.5085203999997,1022.5085203999997,1023.5389130999997,1023.5389130999997,1023.5389130999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,3,255,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,negative,1023.5389130999997,1023.5389130999997,1023.5389130999997,1023.5389130999997,1024.5188846,1024.5818544999997,j,j,1,1.1067480000001524,1025.6557174,1025.6557174,1025.6557174,1025.6557174,1025.6557174,1025.6557174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,4,256,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,1025.6557174,1025.6557174,1025.6557174,1025.6557174,1026.6338898,1026.7017858,j,j,1,1.363452099999904,1028.0243225,1028.0243225,1028.0243225,1028.0243225,1028.0243225,1028.0243225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,negative,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,5,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,negative,negative,1028.0243225,1028.0243225,1028.0243225,1028.0243225,1029.0063436,1029.0655754999998,j,j,1,1.1323453999998492,1030.1596893,1030.1596893,1030.1596893,1030.1596893,1030.1596893,1030.1596893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,6,258,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,neutral,1030.1596893,1030.1596893,1030.1596893,1030.1596893,1031.148337,1031.1790290999998,k,k,1,2.4041299000000436,1033.5447602999998,1033.5447602999998,1033.5447602999998,1034.5731777,1034.5731777,1034.5731777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,positive,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,7,259,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,positive,1034.5731777,1034.5731777,1034.5731777,1034.5731777,1035.5646739999997,1035.5999504000001,l,l,1,1.1535706999998183,1036.7316133999998,1036.7316133999998,1036.7316133999998,1036.7316133999998,1036.7316133999998,1036.7316133999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,positive,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,8,260,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,neutral,1036.7316133999998,1036.7316133999998,1036.7316133999998,1036.7316133999998,1037.7313134,1037.7626749,k,k,1,1.2379611999999725,1038.9736632999998,1038.9736632999998,1038.9736632999998,1038.9736632999998,1038.9736632999998,1038.9736632999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,9,261,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,positive,1038.9736632999998,1038.9736632999998,1038.9736632999998,1038.9736632999998,1039.9469175999998,1040.0072977999998,l,l,1,6.695267600000079,1046.6512238999999,1046.6512238999999,1046.6512238999999,1047.6765412,1047.6765412,1047.6765412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,positive,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,10,262,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,positive,negative,1047.6765412,1047.6765412,1047.6765412,1047.6765412,1048.6797779999997,1048.709265,j,j,1,1.7656897000001663,1050.4218959,1050.4218959,1050.4218959,1051.4725926,1051.4725926,1051.4725926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,1,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,11,263,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,positive,1051.4725926,1051.4725926,1051.4725926,1051.4725926,1052.4607593,1052.4996747999999,l,l,1,4.802734999999757,1057.2533217,1057.2533217,1057.2533217,1058.303695,1058.303695,1058.303695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,negative,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,12,264,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,positive,1058.303695,1058.303695,1058.303695,1058.303695,1059.2891461999998,1059.3232088,l,l,1,1.1698229999997238,1060.4788503999998,1060.4788503999998,1060.4788503999998,1060.4788503999998,1060.4788503999998,1060.4788503999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
positive,neutral,2,l,j,0,0,0,0,0,0,0,0,,,,,,,,,14,13,265,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,positive,1060.4788503999998,1060.4788503999998,1060.4788503999998,1060.4788503999998,1061.478552,1061.5135488,l,l,1,0.8448905000000195,1062.3266886000001,1062.3266886000001,1062.3266886000001,1062.3266886000001,1062.3266886000001,1062.3266886000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,1,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,14,266,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,negative,1062.3266886000001,1062.3266886000001,1062.3266886000001,1062.3266886000001,1063.3087753999998,1063.3672846,j,j,1,0.9523804000000382,1064.2830316999998,1064.2830316999998,1064.2830316999998,1064.2830316999998,1064.2830316999998,1064.2830316999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,negative,2,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,15,267,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,negative,neutral,1064.2830316999998,1064.2830316999998,1064.2830316999998,1064.2830316999998,1065.2646329,1065.3253574,k,k,1,0.8358398999998826,1066.122667,1066.122667,1066.122667,1066.122667,1066.122667,1066.122667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
negative,neutral,2,j,l,0,0,0,0,0,0,0,0,,,,,,,,,14,16,268,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,2,neutral,negative,1066.122667,1066.122667,1066.122667,1066.122667,1067.1009263,1067.1679586,j,j,1,1.2277461999997286,1068.3544656,1068.3544656,1068.3544656,1068.3544656,1068.3544656,1068.3544656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
neutral,neutral,1,k,k,0,0,0,0,0,0,0,0,,,,,,,,,14,17,269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,neutral,1068.3544656,1068.3544656,1068.3544656,1068.3544656,1069.3551016000001,1069.3854175000001,k,k,1,1.414844500000072,1070.7452241,1070.7452241,1070.7452241,1070.7452241,1070.7452241,1070.7452241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.7452241,1070.7452241,1070.7452241,space,20.925060999999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.7491479999999,1091.7491479999999,space,3.2577837999997428,1096.01988413,space,62.27044550000028,1158.3866966,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.2867809999998,1160.2867809999998,1162.266321,1162.266321,1164.287441,None,None,1,1.5095001999998203,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.7820658,k,k,1,1.8760177999997723,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.7058656,None,None,1,1.5078207000001385,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.213612,None,None,1,1.5257329999999456,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.7435465999997,None,None,1,1.5206312000000253,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.2642732999998,None,k,0,1.5317293000002792,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.8194109,None,None,1,1.5155077000003985,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.3372424999998,None,None,1,1.5286142999998447,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.8682122999999,None,k,0,1.1490097000000787,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0476644999999,k,k,1,3.0599483000000873,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.1272973999999,k,k,1,1.5529396000001725,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.6889873999999,k,k,1,1.7053384000000733,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,12,12,19,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.4213396,None,None,1,1.5190585000000283,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,13,13,6,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.9463643999998,k,k,1,1.117587100000037,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.0702324999997,None,None,1,1.5218683000002784,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.58714,k,k,1,1.0333372000000054,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.6316965,None,None,1,1.5335758000001078,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.1624898,None,None,1,1.5144991000001937,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.6772962999999,k,k,1,1.0413985999998658,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.7302980999998,k,k,1,1.5921385999999984,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,20,5,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.3454271,None,k,0,0.7797711000002892,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,1,21,18,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.1437018000001,k,k,1,0.8134869999998955,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,2,22,17,,,,,,,,,,,,,,,,,,,,,,,,prac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.9587100999997,k,k,1,2.549668699999984,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
